the_geom,SITE_ID,CD,Borough,BBL,House__,Street_Nam,Street_On,From_Stree,To_Street,Side_of_St,Asset_Type,Latitude,Longitude
POINT (-73.990399 40.702543),41684,302,Brooklyn,3000370001,77,FRONT ST,FRONT ST,MAIN ST,CADMAN PZ E,,Bike Rack,40.702543,-73.990399
POINT (-73.990399 40.702543),41683,302,Brooklyn,3000370001,77,FRONT ST,FRONT ST,MAIN ST,CADMAN PZ E,,Bike Rack,40.702543,-73.990399
POINT (-73.970704 40.684803),8793,302,Brooklyn,3020070014,770,FULTON ST,FULTON ST,ADELPHI ST,CARLTON AV,S,Bike Rack,40.684803,-73.970704
POINT (-73.970704 40.684803),3575,302,Brooklyn,3020070014,770,FULTON ST,FULTON ST,ADELPHI ST,CARLTON AV,S,Bike Rack,40.684803,-73.970704
POINT (-73.9737 40.686026),41835,302,Brooklyn,3021170035,775,FULTON ST,FULTON ST,S PORTLAND AV,GREENE AV,,Bike Rack,40.686026,-73.9737
POINT (-73.996275 40.695328),15562,302,Brooklyn,3002470033,78,MONTAGUE ST,MONTAGUE ST,HICKS ST,MONTAGUE TE,,Bike Rack,40.695328,-73.996275
POINT (-73.996275 40.695328),38789,302,Brooklyn,3002470033,78,MONTAGUE ST,MONTAGUE ST,PIERREPONT PL,HICKS ST,,Bike Rack,40.695328,-73.996275
POINT (-73.973527 40.685957),6606,302,Brooklyn,3021170033,781,FULTON ST,FULTON ST,S PORTLAND AV,S OXFORD ST,N,Bike Rack,40.685957,-73.973527
POINT (-73.984712 40.702057),1744,302,Brooklyn,3000557501,79,BRIDGE ST,BRIDGE ST,FRONT ST,YORK ST,E,Bike Rack,40.702057,-73.984712
POINT (-73.992502 40.698495),41719,302,Brooklyn,3002170001,79,HENRY ST,HENRY ST,ORANGE ST,PINEAPPLE ST,,Bike Rack,40.698495,-73.992502
POINT (-73.974421 40.685488),39569,302,Brooklyn,3020030034,80,HANSON PL,HANSON PL,,,,Bike Rack,40.685488,-73.974421
POINT (-73.974421 40.685488),39568,302,Brooklyn,3020030034,80,HANSON PL,HANSON PL,,,,Bike Rack,40.685488,-73.974421
POINT (-73.985288 40.70436),1751,302,Brooklyn,3000200021,80,JOHN ST,JOHN ST,BRIDGE ST,JAY ST,S,Bike Rack,40.70436,-73.985288
POINT (-73.991079 40.691485),69,302,Brooklyn,3002690030,80,LIVINGSTON ST,LIVINGSTON ST,COURT ST,BOERUM PL,S,Bike Rack,40.691485,-73.991079
POINT (-73.992546 40.698451),41698,302,Brooklyn,3002260025,80,HENRY ST,HENRY ST,ORANGE ST,PINEAPPLE ST,,Bike Rack,40.698451,-73.992546
POINT (-73.996213 40.695311),11071,302,Brooklyn,3002470034,80,MONTAGUE ST,MONTAGUE ST,PIERREPONT PL,HICKS ST,,Bike Rack,40.695311,-73.996213
POINT (-73.974421 40.685488),7886,302,Brooklyn,3020030034,80,HANSON PL,HANSON PL,S ELLIOTT PL,S PORTLAND AV,W,Bike Rack,40.685488,-73.974421
POINT (-73.974421 40.685488),6564,302,Brooklyn,3020030034,80,HANSON PL,HANSON PL,S ELLIOTT PL,S PORTLAND AV,W,Bike Rack,40.685488,-73.974421
POINT (-73.969103 40.686324),4147,302,Brooklyn,3019590027,80,GREENE AV,GREENE AV,VANDERBILT AV,CLERMONT AV,S,Bike Rack,40.686324,-73.969103
POINT (-73.987622 40.702433),1753,302,Brooklyn,3000400001,81,PEARL ST,PEARL ST,FRONT ST,YORK ST,E,Bike Rack,40.702433,-73.987622
POINT (-73.989646 40.701972),9094,302,Brooklyn,3000510001,81,WASHINGTON ST,WASHINGTON ST,FRONT ST,YORK ST,E,Bike Rack,40.701972,-73.989646
POINT (-73.989646 40.701972),2139,302,Brooklyn,3000510001,81,WASHINGTON ST,WASHINGTON ST,FRONT ST,YORK ST,E,Bike Rack,40.701972,-73.989646
POINT (-73.990023 40.686563),1758,302,Brooklyn,3001940001,81,BERGEN ST,BERGEN ST,HOYT ST,SMITH ST,N,Bike Rack,40.686563,-73.990023
POINT (-73.990023 40.686563),1757,302,Brooklyn,3001940001,81,BERGEN ST,BERGEN ST,HOYT ST,SMITH ST,S,Bike Rack,40.686563,-73.990023
POINT (-73.991007 40.691466),8511,302,Brooklyn,3002690030,82,LIVINGSTON ST,LIVINGSTON ST,BOERUM PL,COURT ST,S,Bike Rack,40.691466,-73.991007
POINT (-73.991007 40.691466),2600,302,Brooklyn,3002690030,82,LIVINGSTON ST,LIVINGSTON ST,BOERUM PL,COURT ST,S,Bike Rack,40.691466,-73.991007
POINT (-73.992888 40.697419),41702,302,Brooklyn,3002370037,82,CLARK ST,CLARK ST,HENRY ST,MONROE PL,,Bike Rack,40.697419,-73.992888
POINT (-73.992571 40.698402),41699,302,Brooklyn,3002260026,82,HENRY ST,HENRY ST,ORANGE ST,PINEAPPLE ST,,Bike Rack,40.698402,-73.992571
POINT (-73.989554 40.687164),2338,302,Brooklyn,3001940009,82,DEAN ST,DEAN ST,SMITH ST,hoyt st,S,Bike Rack,40.687164,-73.989554
POINT (-73.97499 40.687159),4198,302,Brooklyn,3020990082,83,LAFAYETTE AV,LAFAYETTE AV,S PORTLAND AV,S ELLIOTT PL,N,Bike Rack,40.687159,-73.97499
POINT (-73.992816 40.697403),41703,302,Brooklyn,3002370037,84,CLARK ST,CLARK ST,HENRY ST,MONROE PL,,Bike Rack,40.697403,-73.992816
POINT (-73.992596 40.69835),41700,302,Brooklyn,3002260028,84,HENRY ST,HENRY ST,ORANGE ST,PINEAPPLE ST,,Bike Rack,40.69835,-73.992596
POINT (-73.996087 40.695276),38788,302,Brooklyn,3002470035,84,MONTAGUE ST,MONTAGUE ST,PIERREPONT PL,HICKS ST,,Bike Rack,40.695276,-73.996087
POINT (-73.989285 40.702505),15889,302,Brooklyn,3000517501,84,FRONT ST,FRONT ST,WASHINGTON ST,ADAMS ST,E,Bike Rack,40.702505,-73.989285
POINT (-73.989285 40.702505),3338,302,Brooklyn,3000517501,84,FRONT ST,FRONT ST,WASHINGTON ST,ADAMS ST,S,Bike Rack,40.702505,-73.989285
POINT (-73.967427 40.683598),7646,302,Brooklyn,3020100030,848,FULTON ST,FULTON ST,VANDERBILT AV,CLINTON AV,,Bike Rack,40.683598,-73.967427
POINT (-73.988596 40.701816),1756,302,Brooklyn,3000527501,85,ADAMS ST,YORK ST,FRONT ST,YORK ST,S,Bike Rack,40.701816,-73.988596
POINT (-73.974543 40.686885),15475,302,Brooklyn,3021170008,85,S PORTLAND AV,S PORTLAND AV,LAFAYETTE AV,FULTON ST,W,Bike Rack,40.686885,-73.974543
POINT (-73.973563 40.686918),4241,302,Brooklyn,3021180011,85,S OXFORD ST,S OXFORD ST,LAFAYETTE AV,FULTON ST,E,Bike Rack,40.686918,-73.973563
POINT (-73.96728 40.683562),7647,302,Brooklyn,3020100032,852,FULTON ST,FULTON ST,VANDERBILT AV,CLINTON AV,,Bike Rack,40.683562,-73.96728
POINT (-73.967204 40.683545),6611,302,Brooklyn,3020100033,854,FULTON ST,FULTON ST,VANDERBILT AV,CLINTON AV,,Bike Rack,40.683545,-73.967204
POINT (-73.990866 40.691424),13162,302,Brooklyn,3002690033,86,LIVINGSTON ST,LIVINGSTON ST,COURT ST,BOERUM PL,S,Bike Rack,40.691424,-73.990866
POINT (-73.990866 40.691424),13161,302,Brooklyn,3002690033,86,LIVINGSTON ST,LIVINGSTON ST,COURT ST,BOERUM PL,S,Bike Rack,40.691424,-73.990866
POINT (-73.990866 40.691424),70,302,Brooklyn,3002690033,86,LIVINGSTON ST,LIVINGSTON ST,COURT ST,BOERUM PL,S,Bike Rack,40.691424,-73.990866
POINT (-73.987651 40.702238),9097,302,Brooklyn,3000520017,86,PEARL ST,PEARL ST,FRONT ST,YORK ST,W,Bike Rack,40.702238,-73.987651
POINT (-73.987651 40.702238),9096,302,Brooklyn,3000520017,86,PEARL ST,PEARL ST,FRONT ST,YORK ST,W,Bike Rack,40.702238,-73.987651
POINT (-73.974583 40.68697),6565,302,Brooklyn,3021160021,86,S PORTLAND AV,S PORTLAND AV,LAFAYETTE AV,FULTON ST,W,Bike Rack,40.68697,-73.974583
POINT (-73.966739 40.683441),2381,302,Brooklyn,3020110028,860,FULTON ST,FULTON ST,CLINTON ST,WAVERLY PL,,Bike Rack,40.683441,-73.966739
POINT (-73.959669 40.682385),3679,302,Brooklyn,3019930015,87,IRVING PL,IRVING PL,FULTON ST,PUTNAM AV,E,Bike Rack,40.682385,-73.959669
POINT (-73.997277 40.691062),6413,302,Brooklyn,3002740016,87,ATLANTIC AV,ATLANTIC AV,HENRY ST,HICKS ST,N,Bike Rack,40.691062,-73.997277
POINT (-73.986706 40.702019),9104,302,Brooklyn,3000540001,87,JAY ST,JAY ST,YORK ST,FRONT ST,E,Bike Rack,40.702019,-73.986706
POINT (-73.986706 40.702019),9103,302,Brooklyn,3000540001,87,JAY ST,JAY ST,YORK ST,FRONT ST,E,Bike Rack,40.702019,-73.986706
POINT (-73.986706 40.702019),9102,302,Brooklyn,3000540001,87,JAY ST,JAY ST,YORK ST,FRONT ST,E,Bike Rack,40.702019,-73.986706
POINT (-73.981767 40.683771),8606,302,Brooklyn,3001970028,88,3 AV,3 AV,DEAN ST,BERGEN ST,W,Bike Rack,40.683771,-73.981767
POINT (-73.981767 40.683771),2959,302,Brooklyn,3001970028,88,3 AV,3 AV,DEAN ST,BERGEN ST,W,Bike Rack,40.683771,-73.981767
POINT (-73.980148 40.681707),42047,302,Brooklyn,3003950033,0,4 AV,4 AV,88 ST,89 ST,W,Bike Rack,40.681707,-73.980148
POINT (-73.965708 40.683226),7497,302,Brooklyn,3020120027,884,FULTON ST,FULTON ST,,,,Bike Rack,40.683226,-73.965708
POINT (-73.965639 40.68321),7498,302,Brooklyn,3020120027,886,FULTON ST,FULTON ST,,,,Bike Rack,40.68321,-73.965639
POINT (-73.967799 40.683699),7979,302,Brooklyn,3019760001,887,FULTON ST,FULTON ST,,,,Bike Rack,40.683699,-73.967799
POINT (-73.967799 40.683699),7631,302,Brooklyn,3019760001,887,FULTON ST,FULTON ST,,,,Bike Rack,40.683699,-73.967799
POINT (-73.965567 40.683196),7499,302,Brooklyn,3020127501,888,FULTON ST,FULTON ST,,,,Bike Rack,40.683196,-73.965567
POINT (-73.976674 40.687654),39417,302,Brooklyn,3020980093,89,FT GREENE PL,FT GREENE PL,,,,Bike Rack,40.687654,-73.976674
POINT (-73.974763 40.687184),25812,302,Brooklyn,3020990079,89,LAFAYETTE AV,LAFAYETTE AV,,,,Bike Rack,40.687184,-73.974763
POINT (-73.98473 40.701791),1745,302,Brooklyn,3000550003,89,BRIDGE ST,BRIDGE ST,FRONT ST,YORK ST,E,Bike Rack,40.701791,-73.98473
POINT (-73.974763 40.687184),64,302,Brooklyn,3020990079,89,LAFAYETTE AV,LAFAYETTE AV,FULTON ST,S PORTLAND AV,S,Bike Rack,40.687184,-73.974763
POINT (-73.974763 40.687184),65,302,Brooklyn,3020990079,89,LAFAYETTE AV,LAFAYETTE AV,S PORTLAND AV,S ELLIOTT PL,N,Bike Rack,40.687184,-73.974763
POINT (-73.961965 40.682668),9983,302,Brooklyn,3019810001,9,PUTNAM AV,PUTNAM AV,,,,Bike Rack,40.682668,-73.961965
POINT (-73.961965 40.682668),9982,302,Brooklyn,3019810001,9,PUTNAM AV,PUTNAM AV,,,,Bike Rack,40.682668,-73.961965
POINT (-73.961965 40.682668),7530,302,Brooklyn,3019810001,9,PUTNAM AV,PUTNAM AV,,,,Bike Rack,40.682668,-73.961965
POINT (-73.983164 40.689376),496,302,Brooklyn,3001600007,9,BOND ST,BOND ST,LIVINGSTON ST,FULTON ST,W,Bike Rack,40.689376,-73.983164
POINT (-73.980467 40.688225),9508,302,Brooklyn,3021060029,9,FLATBUSH AV,FLATBUSH AV,LIVINGSTON ST,NEVINS ST,E,Bike Rack,40.688225,-73.980467
POINT (-73.980467 40.688225),6566,302,Brooklyn,3021060029,9,FLATBUSH AV,FLATBUSH AV,LIVINGSTON ST,NEVINS ST,E,Bike Rack,40.688225,-73.980467
POINT (-73.990725 40.691386),2601,302,Brooklyn,3002690036,90,LIVINGSTON ST,LIVINGSTON ST,BOERUM PL,COURT ST,S,Bike Rack,40.691386,-73.990725
POINT (-73.992672 40.698199),41701,302,Brooklyn,3002260028,90,HENRY ST,HENRY ST,ORANGE ST,PINEAPPLE ST,,Bike Rack,40.698199,-73.992672
POINT (-73.965156 40.683111),9971,302,Brooklyn,3020120032,900,FULTON ST,FULTON ST,,,,Bike Rack,40.683111,-73.965156
POINT (-73.965156 40.683111),9970,302,Brooklyn,3020120032,900,FULTON ST,FULTON ST,,,,Bike Rack,40.683111,-73.965156
POINT (-73.965156 40.683111),7500,302,Brooklyn,3020120032,900,FULTON ST,FULTON ST,,,,Bike Rack,40.683111,-73.965156
POINT (-73.967272 40.683578),7634,302,Brooklyn,3019760018,901,FULTON ST,FULTON ST,,,,Bike Rack,40.683578,-73.967272
POINT (-73.980184 40.681652),42055,302,Brooklyn,3003950035,0,4 AV,4 AV,90 ST,91 ST,W,Bike Rack,40.681652,-73.980184
POINT (-73.980184 40.681652),42056,302,Brooklyn,3003950035,0,4 AV,4 AV,90 ST,91 ST,W,Bike Rack,40.681652,-73.980184
POINT (-73.967197 40.683562),7635,302,Brooklyn,3019760018,903,FULTON ST,FULTON ST,,,,Bike Rack,40.683562,-73.967197
POINT (-73.965015 40.683081),7501,302,Brooklyn,3020120037,904,FULTON ST,FULTON ST,,,,Bike Rack,40.683081,-73.965015
POINT (-73.967124 40.683543),7636,302,Brooklyn,3019760018,905,FULTON ST,FULTON ST,,,,Bike Rack,40.683543,-73.967124
POINT (-73.967049 40.683526),7637,302,Brooklyn,3019760018,907,FULTON ST,FULTON ST,,,,Bike Rack,40.683526,-73.967049
POINT (-73.967049 40.683526),2380,302,Brooklyn,3019760018,907,FULTON ST,FULTON ST,WASHINGTON AV,ST JAMES PL,,Bike Rack,40.683526,-73.967049
POINT (-73.966735 40.683457),7638,302,Brooklyn,3019770001,909,FULTON ST,FULTON ST,,,,Bike Rack,40.683457,-73.966735
POINT (-73.966537 40.683416),7639,302,Brooklyn,3019770035,915,FULTON ST,FULTON ST,,,,Bike Rack,40.683416,-73.966537
POINT (-73.96433 40.682938),7503,302,Brooklyn,3020130030,916,FULTON ST,FULTON ST,,,,Bike Rack,40.682938,-73.96433
POINT (-73.966472 40.683402),7640,302,Brooklyn,3019770034,917,FULTON ST,FULTON ST,,,,Bike Rack,40.683402,-73.966472
POINT (-73.964258 40.682921),7504,302,Brooklyn,3020130031,918,FULTON ST,FULTON ST,,,,Bike Rack,40.682921,-73.964258
POINT (-73.966407 40.683389),7641,302,Brooklyn,3019770033,919,FULTON ST,FULTON ST,,,,Bike Rack,40.683389,-73.966407
POINT (-73.99171 40.691087),41748,302,Brooklyn,3002680054,92,COURT ST,SCHERMERHORN ST,AITKEN PL,SCHERMERHORN ST,,Bike Rack,40.691087,-73.99171
POINT (-73.9901 40.703875),8466,302,Brooklyn,3000270020,92,PLYMOUTH ST,WASHINGTON ST,PLYMOUTH ST,WATER ST,W,Bike Rack,40.703875,-73.9901
POINT (-73.9901 40.703875),2284,302,Brooklyn,3000270020,92,PLYMOUTH ST,WASHINGTON ST,PLYMOUTH ST,WATER ST,W,Bike Rack,40.703875,-73.9901
POINT (-73.964186 40.682908),39426,302,Brooklyn,3020130033,920,FULTON ST,FULTON ST,,,,Bike Rack,40.682908,-73.964186
POINT (-73.964186 40.682908),39425,302,Brooklyn,3020130033,920,FULTON ST,FULTON ST,,,,Bike Rack,40.682908,-73.964186
POINT (-73.964186 40.682908),2384,302,Brooklyn,3020130033,920,FULTON ST,FULTON ST,WASHINGTON AV,ST JAMES PL,,Bike Rack,40.682908,-73.964186
POINT (-73.966342 40.683375),7642,302,Brooklyn,3019770032,921,FULTON ST,FULTON ST,,,,Bike Rack,40.683375,-73.966342
POINT (-73.98022 40.681597),42071,302,Brooklyn,3003950036,0,4 AV,4 AV,94 ST,92 ST,E,Bike Rack,40.681597,-73.98022
POINT (-73.98022 40.681597),42070,302,Brooklyn,3003950036,0,4 AV,4 AV,94 ST,92 ST,E,Bike Rack,40.681597,-73.98022
POINT (-73.98022 40.681597),42069,302,Brooklyn,3003950036,0,4 AV,4 AV,94 ST,92 ST,E,Bike Rack,40.681597,-73.98022
POINT (-73.966212 40.683347),7643,302,Brooklyn,3019770030,925,FULTON ST,FULTON ST,,,,Bike Rack,40.683347,-73.966212
POINT (-73.98022 40.681597),42068,302,Brooklyn,3003950036,0,4 AV,4 AV,94 ST,92 ST,E,Bike Rack,40.681597,-73.98022
POINT (-73.966147 40.683334),7644,302,Brooklyn,3019770029,927,FULTON ST,FULTON ST,,,,Bike Rack,40.683334,-73.966147
POINT (-73.963901 40.682847),39428,302,Brooklyn,3020130038,928,FULTON ST,FULTON ST,,,,Bike Rack,40.682847,-73.963901
POINT (-73.963901 40.682847),7505,302,Brooklyn,3020130038,928,FULTON ST,FULTON ST,,,,Bike Rack,40.682847,-73.963901
POINT (-73.966083 40.68332),7978,302,Brooklyn,3019770027,929,FULTON ST,FULTON ST,,,,Bike Rack,40.68332,-73.966083
POINT (-73.966083 40.68332),7645,302,Brooklyn,3019770027,929,FULTON ST,FULTON ST,,,,Bike Rack,40.68332,-73.966083
POINT (-73.966083 40.68332),6612,302,Brooklyn,3019770027,929,FULTON ST,FULTON ST,CLINTON AV,WAVERLY AV,,Bike Rack,40.68332,-73.966083
POINT (-73.95964 40.682242),7524,302,Brooklyn,3019930011,93,IRVING PL,IRVING PL,,,,Bike Rack,40.682242,-73.95964
POINT (-73.995503 40.695133),2445,302,Brooklyn,3002427501,93,MONTAGUE ST,MONTAGUE ST,HENRY ST,HICKS ST,N,Bike Rack,40.695133,-73.995503
POINT (-73.995503 40.695133),38913,302,Brooklyn,3002427501,93,MONTAGUE ST,MONTAGUE ST,HICKS ST,HENRY ST,,Bike Rack,40.695133,-73.995503
POINT (-73.99162 40.691221),2599,302,Brooklyn,3002690024,93,COURT ST,COURT ST,LIVINGSTON ST,SCHERMERHORN ST,E,Bike Rack,40.691221,-73.99162
POINT (-73.99162 40.691221),140,302,Brooklyn,3002690024,93,COURT ST,COURT ST,LIVINGSTON ST,SCHERMERHORN ST,E,Bike Rack,40.691221,-73.99162
POINT (-73.963512 40.682767),39430,302,Brooklyn,3020140010,932,FULTON ST,FULTON ST,,,,Bike Rack,40.682767,-73.963512
POINT (-73.963404 40.682743),7507,302,Brooklyn,3020147501,936,FULTON ST,FULTON ST,,,,Bike Rack,40.682743,-73.963404
POINT (-73.965563 40.683213),6609,302,Brooklyn,3019780001,937,FULTON ST,FULTON ST,WAVERLY AV,WASHINGTON AV,,Bike Rack,40.683213,-73.965563
POINT (-73.965563 40.683213),6608,302,Brooklyn,3019780001,937,FULTON ST,FULTON ST,WAVERLY AV,WASHINGTON AV,,Bike Rack,40.683213,-73.965563
POINT (-73.979068 40.689845),10855,302,Brooklyn,3020957501,94,DE KALB AV,DE KALB AV,ASHLAND PL,ROCKWELL PL,S,Bike Rack,40.689845,-73.979068
POINT (-73.979068 40.689845),8789,302,Brooklyn,3020957501,94,DE KALB AV,DE KALB AV,ASHLAND PL,ROCKWELL PL,S,Bike Rack,40.689845,-73.979068
POINT (-73.979068 40.689845),8788,302,Brooklyn,3020957501,94,DE KALB AV,DE KALB AV,ASHLAND PL,ROCKWELL PL,,Bike Rack,40.689845,-73.979068
POINT (-73.979068 40.689845),8787,302,Brooklyn,3020957501,94,DE KALB AV,DE KALB AV,ASHLAND PL,ROCKWELL PL,N,Bike Rack,40.689845,-73.979068
POINT (-73.979068 40.689845),3570,302,Brooklyn,3020957501,94,DE KALB AV,DE KALB AV,ASHLAND PL,ROCKWELL PL,S,Bike Rack,40.689845,-73.979068
POINT (-73.979068 40.689845),3569,302,Brooklyn,3020957501,94,DE KALB AV,DE KALB AV,ASHLAND PL,ROCKWELL PL,N,Bike Rack,40.689845,-73.979068
POINT (-73.965423 40.683182),39422,302,Brooklyn,3019780034,941,FULTON ST,FULTON ST,,,,Bike Rack,40.683182,-73.965423
POINT (-73.96313 40.682688),7508,302,Brooklyn,3020140017,946,FULTON ST,FULTON ST,,,,Bike Rack,40.682688,-73.96313
POINT (-73.973769 40.685562),17241,302,Brooklyn,3021150008,95,HANSON PL,HANSON PL,,,,Bike Rack,40.685562,-73.973769
POINT (-73.971176 40.694797),9154,302,Brooklyn,3020460021,95,CLERMONT AV,CLERMONT AV,MYRTLE AVE,PARK AVE,,Bike Rack,40.694797,-73.971176
POINT (-73.963018 40.682663),9972,302,Brooklyn,3020140019,950,FULTON ST,FULTON ST,,,,Bike Rack,40.682663,-73.963018
POINT (-73.963018 40.682663),7509,302,Brooklyn,3020140019,950,FULTON ST,FULTON ST,,,,Bike Rack,40.682663,-73.963018
POINT (-73.963018 40.682663),6613,302,Brooklyn,3020140019,950,FULTON ST,FULTON ST,ST JAMES PL,GRAND AV,,Bike Rack,40.682663,-73.963018
POINT (-73.979006 40.689842),10854,302,Brooklyn,3020950025,96,DE KALB AV,DE KALB AV,ASHLAND PL,ROCKWELL PL,S,Bike Rack,40.689842,-73.979006
POINT (-73.990174 40.690488),18899,302,Brooklyn,3002710047,96,SCHERMERHORN ST,SCHERMERHORN ST,BOERUM PL,COURT ST,,Bike Rack,40.690488,-73.990174
POINT (-73.990174 40.690488),7668,302,Brooklyn,3002710047,96,SCHERMERHORN ST,SCHERMERHORN ST,BOERUM PL,COURT ST,,Bike Rack,40.690488,-73.990174
POINT (-73.979006 40.689842),41682,302,Brooklyn,3020950025,96,DE KALB AV,DE KALB AV,NAVY ST,ASHLAND PL,,Bike Rack,40.689842,-73.979006
POINT (-73.964413 40.682971),7531,302,Brooklyn,3019790058,963,FULTON ST,FULTON ST,,,,Bike Rack,40.682971,-73.964413
POINT (-73.964215 40.68293),7532,302,Brooklyn,3019790057,969,FULTON ST,FULTON ST,,,,Bike Rack,40.68293,-73.964215
POINT (-73.973707 40.685567),9786,302,Brooklyn,3021150008,97,HANSON PL,HANSON PL,,FULTON ST,E,Bike Rack,40.685567,-73.973707
POINT (-73.973707 40.685567),994,302,Brooklyn,3021150008,97,HANSON PL,HANSON PL,,FULTON ST,E,Bike Rack,40.685567,-73.973707
POINT (-73.991025 40.688655),44936,302,Brooklyn,3001810001,97,BOERUM PL,BOERUM PL,ATLANTIC AV,HAVEMEYER AV,,Bike Rack,40.688655,-73.991025
POINT (-73.991025 40.688655),44935,302,Brooklyn,3001810001,97,BOERUM PL,BOERUM PL,ATLANTIC AV,HAVEMEYER AV,,Bike Rack,40.688655,-73.991025
POINT (-73.987167 40.687507),13863,302,Brooklyn,3001830007,97,HOYT ST,HOYT ST,ATLANTIC AV,PACIFIC ST,E,Bike Rack,40.687507,-73.987167
POINT (-73.987167 40.687507),13862,302,Brooklyn,3001830007,97,HOYT ST,HOYT ST,ATLANTIC AV,PACIFIC ST,E,Bike Rack,40.687507,-73.987167
POINT (-73.96415 40.682916),7533,302,Brooklyn,3019790056,971,FULTON ST,FULTON ST,,,,Bike Rack,40.682916,-73.96415
POINT (-73.964085 40.682902),7534,302,Brooklyn,3019790055,973,FULTON ST,FULTON ST,,,,Bike Rack,40.682902,-73.964085
POINT (-73.961919 40.682432),7510,302,Brooklyn,3020140030,974,FULTON ST,FULTON ST,,,,Bike Rack,40.682432,-73.961919
POINT (-73.96402 40.682888),39423,302,Brooklyn,3019790054,975,FULTON ST,FULTON ST,,,,Bike Rack,40.682888,-73.96402
POINT (-73.961854 40.682418),7511,302,Brooklyn,3020140031,976,FULTON ST,FULTON ST,,,,Bike Rack,40.682418,-73.961854
POINT (-73.989381 40.688334),2335,302,Brooklyn,3001810025,98,SMITH ST,SMITH ST,PACIFIC ST,ATLANTIC AV,W,Bike Rack,40.688334,-73.989381
POINT (-73.995301 40.695059),15691,302,Brooklyn,3002480015,98,MONTAGUE ST,HICKS ST,REMSEN ST,MONTAGUE ST,E,Bike Rack,40.695059,-73.995301
POINT (-73.97855 40.685546),9156,302,Brooklyn,3001740018,98,FLATBUSH AV,FLATBUSH AV,ROCKWELL PL,STATE STREET,,Bike Rack,40.685546,-73.97855
POINT (-73.97855 40.685546),7914,302,Brooklyn,3001740018,98,FLATBUSH AV,FLATBUSH AV,SCHERMERHORN ST,STATE ST,W,Bike Rack,40.685546,-73.97855
POINT (-73.97855 40.685546),7913,302,Brooklyn,3001740018,98,FLATBUSH AV,FLATBUSH AV,SCHERMERHORN ST,STATE ST,W,Bike Rack,40.685546,-73.97855
POINT (-73.97855 40.685546),1612,302,Brooklyn,3001740018,98,FLATBUSH AV,FLATBUSH AV,SCHERMERHORN ST,STATE ST,W,Bike Rack,40.685546,-73.97855
POINT (-73.963826 40.68285),7535,302,Brooklyn,3019790051,981,FULTON ST,FULTON ST,,,,Bike Rack,40.68285,-73.963826
POINT (-73.980332 40.681432),42072,302,Brooklyn,3003950037,0,4 AV,4 AV,MARINE AV,99 ST,W,Bike Rack,40.681432,-73.980332
POINT (-73.963436 40.682767),18728,302,Brooklyn,3019800067,985,FULTON ST,FULTON ST,,,,Bike Rack,40.682767,-73.963436
POINT (-73.963436 40.682767),18727,302,Brooklyn,3019800067,985,FULTON ST,FULTON ST,,,,Bike Rack,40.682767,-73.963436
POINT (-73.963436 40.682767),18726,302,Brooklyn,3019800067,985,FULTON ST,FULTON ST,,,,Bike Rack,40.682767,-73.963436
POINT (-73.974168 40.68725),19460,302,Brooklyn,3021000076,99,LAFAYETTE AV,LAFAYETTE AV,,,,Bike Rack,40.68725,-73.974168
POINT (-73.974168 40.68725),19406,302,Brooklyn,3021000076,99,LAFAYETTE AV,LAFAYETTE AV,,,,Bike Rack,40.68725,-73.974168
POINT (-73.974168 40.68725),19405,302,Brooklyn,3021000076,99,LAFAYETTE AV,LAFAYETTE AV,,,,Bike Rack,40.68725,-73.974168
POINT (-73.996971 40.690977),16504,302,Brooklyn,3002740011,99,ATLANTIC AV,ATLANTIC AV,HENRY ST,HICKS ST,,Bike Rack,40.690977,-73.996971
POINT (-73.996971 40.690977),6414,302,Brooklyn,3002740011,99,ATLANTIC AV,ATLANTIC AV,HENRY ST,HICKS ST,N,Bike Rack,40.690977,-73.996971
POINT (-73.989327 40.688375),7353,302,Brooklyn,3001820001,99,SMITH ST,SMITH ST,PACIFIC ST,ATLANTIC AV,,Bike Rack,40.688375,-73.989327
POINT (-73.985018 40.686634),13956,302,Brooklyn,3001840001,99,BOND ST,BOND ST,PACIFIC ST,ATLANTIC AV,,Bike Rack,40.686634,-73.985018
POINT (-73.974168 40.68725),2143,302,Brooklyn,3021000076,99,LAFAYETTE AV,LAFAYETTE AV,S PORTLAND AV,S OXFORD ST,N,Bike Rack,40.68725,-73.974168
POINT (-73.963007 40.682679),7536,302,Brooklyn,3019800162,997,FULTON ST,FULTON ST,,,,Bike Rack,40.682679,-73.963007
POINT (-73.960551 40.695944),11531,303,Brooklyn,,94,TAAFFE PL,TAAFFE PL,Park Av,MYRTLE AV,,Bike Rack,40.695944,-73.960551
POINT (-73.932407 40.67944),11274,303,Brooklyn,,1700,FULTON ST,FULTON ST,SCHENECTADY AV,UTICA AV,,Bike Rack,40.67944,-73.932407
POINT (-73.923516 40.689319),40518,303,Brooklyn,3014800010,1002,GATES AV,GATES AV,RALPH AV,BROADWAY,S,Bike Rack,40.689319,-73.923516
POINT (-73.955143 40.689613),15467,303,Brooklyn,3017830001,1007,BEDFORD AV,LAFAYETTE AV,BEDFORD AV,NOSTRAND AV,N,Bike Rack,40.689613,-73.955143
