the_geom,SITE_ID,CD,Borough,BBL,House__,Street_Nam,Street_On,From_Stree,To_Street,Side_of_St,Asset_Type,Latitude,Longitude
POINT (-73.911113 40.669622),43434,316,Brooklyn,3035210039,1684,PITKIN AV,PITKIN AV,ROCKAWAY AV,BRISTOL ST,,Bike Rack,40.669622,-73.911113
POINT (-73.911113 40.669622),43432,316,Brooklyn,3035210039,1684,PITKIN AV,PITKIN AV,ROCKAWAY AV,BRISTOL ST,,Bike Rack,40.669622,-73.911113
POINT (-73.911058 40.669646),19225,316,Brooklyn,3034990070,1685,PITKIN AV,PITKIN AV,,,,Bike Rack,40.669646,-73.911058
POINT (-73.911055 40.66963),12964,316,Brooklyn,3035210040,1686,PITKIN AV,PITKIN AV,CHESTER ST,ROCKAWAY AV,,Bike Rack,40.66963,-73.911055
POINT (-73.91094 40.669646),12911,316,Brooklyn,3035210041,1690,PITKIN AV,ROCKAWAY AV,CHESTER AV,ROCKAWAY AV,,Bike Rack,40.669646,-73.91094
POINT (-73.91094 40.669646),12965,316,Brooklyn,3035210041,1690,PITKIN AV,PITKIN AV,CHESTER ST,ROCKAWAY AV,,Bike Rack,40.669646,-73.91094
POINT (-73.910482 40.669731),13049,316,Brooklyn,3034890235,1697,PITKIN AV,PITKIN AV,THATFORD AV,ROCKAWAY AV,,Bike Rack,40.669731,-73.910482
POINT (-73.910478 40.669714),13050,316,Brooklyn,3035220014,1698,PITKIN AV,ROCKAWAY AV,THATFORD AV,ROCKAWAY AV,,Bike Rack,40.669714,-73.910478
POINT (-73.910363 40.66975),13048,316,Brooklyn,3034890233,1701,PITKIN AV,PITKIN AV,THATFORD AV,ROCKAWAY AV,,Bike Rack,40.66975,-73.910363
POINT (-73.910301 40.669742),12966,316,Brooklyn,3035220017,1704,PITKIN AV,PITKIN AV,ROCKAWAY AV,THATFORD AV,,Bike Rack,40.669742,-73.910301
POINT (-73.910244 40.669766),13047,316,Brooklyn,3034890231,1705,PITKIN AV,PITKIN AV,THATFORD AV,ROCKAWAY AV,,Bike Rack,40.669766,-73.910244
POINT (-73.910067 40.669794),13046,316,Brooklyn,3034890228,1711,PITKIN AV,PITKIN AV,THATFORD AV,ROCKAWAY AV,,Bike Rack,40.669794,-73.910067
POINT (-73.91006 40.669777),12967,316,Brooklyn,3035220020,1712,PITKIN AV,PITKIN AV,ROCKAWAY AV,THATFORD AV,,Bike Rack,40.669777,-73.91006
POINT (-73.909609 40.669862),12994,316,Brooklyn,3034890247,1719,PITKIN AV,THATFORD AV,OSBORN ST,THATFORD AV,,Bike Rack,40.669862,-73.909609
POINT (-73.909605 40.669846),12971,316,Brooklyn,,1720,PITKIN AV,PITKIN AV,THATFORD AV,OSBORN ST,,Bike Rack,40.669846,-73.909605
POINT (-73.909551 40.66987),12993,316,Brooklyn,3034890246,1721,PITKIN AV,PITKIN AV,OSBORN ST,THATFORD AV,,Bike Rack,40.66987,-73.909551
POINT (-73.909375 40.669895),12992,316,Brooklyn,3034890244,1727,PITKIN AV,PITKIN AV,OSBORN ST,THATFORD AV,,Bike Rack,40.669895,-73.909375
POINT (-73.909371 40.669878),12972,316,Brooklyn,3035230013,1728,PITKIN AV,PITKIN AV,THATFORD AV,OSBORN ST,,Bike Rack,40.669878,-73.909371
POINT (-73.909079 40.669922),12973,316,Brooklyn,3035230018,1738,PITKIN AV,PITKIN AV,THATFORD AV,OSBORN ST,,Bike Rack,40.669922,-73.909079
POINT (-73.908744 40.669974),12974,316,Brooklyn,3035240010,1742,PITKIN AV,OSBORN ST,OSBORN ST,WATKINS ST,,Bike Rack,40.669974,-73.908744
POINT (-73.90817 40.670075),12991,316,Brooklyn,3034890251,1761,PITKIN AV,PITKIN AV,WATKINS ST,OSBORN ST,,Bike Rack,40.670075,-73.90817
POINT (-73.908106 40.670067),12982,316,Brooklyn,3035240016,1764,PITKIN AV,PITKIN AV,OSBORN ST,WATKINS ST,,Bike Rack,40.670067,-73.908106
POINT (-73.908106 40.670067),12980,316,Brooklyn,3035240016,1764,PITKIN AV,PITKIN AV,OSBORN ST,WATKINS ST,,Bike Rack,40.670067,-73.908106
POINT (-73.907716 40.670127),12983,316,Brooklyn,3035250113,1772,PITKIN AV,PITKIN AV,WATKINS ST,MOTHER GASTON BL,,Bike Rack,40.670127,-73.907716
POINT (-73.907222 40.6702),12984,316,Brooklyn,3035250017,1784,PITKIN AV,PITKIN AV,WATKINS ST,MOTHER GASTON BL,,Bike Rack,40.6702,-73.907222
POINT (-73.90679 40.670263),12985,316,Brooklyn,3037260013,1792,PITKIN AV,PITKIN AV,MOTHER GASTON BL,CHRISTOPHER AV,,Bike Rack,40.670263,-73.90679
POINT (-73.906487 40.670326),12990,316,Brooklyn,3037090032,1801,PITKIN AV,PITKIN AV,CHRISTOPHER AV,MOTHER GASTON BL,,Bike Rack,40.670326,-73.906487
POINT (-73.906487 40.670326),12989,316,Brooklyn,3037090032,1801,PITKIN AV,PITKIN AV,CHRISTOPHER AV,MOTHER GASTON BL,,Bike Rack,40.670326,-73.906487
POINT (-73.906364 40.670342),12988,316,Brooklyn,3037090030,1805,PITKIN AV,PITKIN AV,CHRISTOPHER AV,MOTHER GASTON BL,,Bike Rack,40.670342,-73.906364
POINT (-73.90618 40.67037),12987,316,Brooklyn,3037090029,1811,PITKIN AV,PITKIN AV,CHRISTOPHER AV,MOTHER GASTON BL,,Bike Rack,40.67037,-73.90618
POINT (-73.905661 40.670449),12986,316,Brooklyn,3037090232,1821,PITKIN AV,PITKIN AV,POWELL ST,CHRISTOPHER AV,,Bike Rack,40.670449,-73.905661
POINT (-73.896697 40.671781),11873,305,Brooklyn,3037200001,2053,PITKIN AV,PITKIN AV,PENNSYLVANIA AV,SHEFFIELD AV,,Bike Rack,40.671781,-73.896697
POINT (-73.895248 40.671977),11877,305,Brooklyn,3037380015,2094,PITKIN AV,PITKIN AV,PENNSYLVANIA AV,NEW JERSEY AV,,Bike Rack,40.671977,-73.895248
POINT (-73.895248 40.671977),11876,305,Brooklyn,3037380015,2094,PITKIN AV,PITKIN AV,PENNSYLVANIA AV,NEW JERSEY AV,,Bike Rack,40.671977,-73.895248
POINT (-73.895248 40.671977),11879,305,Brooklyn,3037380015,2094,PITKIN AV,PITKIN AV,PITKIN AV,BELMONT AV,,Bike Rack,40.671977,-73.895248
POINT (-73.895248 40.671977),11878,305,Brooklyn,3037380015,2094,PITKIN AV,PITKIN AV,PITKIN AV,BELMONT AV,,Bike Rack,40.671977,-73.895248
POINT (-73.89382 40.672206),11872,305,Brooklyn,3037230038,2127,PITKIN AV,PITKIN AV,WYONA ST,VERMONT ST,,Bike Rack,40.672206,-73.89382
POINT (-73.892893 40.672326),11880,305,Brooklyn,3037410017,2156,PITKIN AV,PITKIN AV,WYONA ST,BRADFORD ST,,Bike Rack,40.672326,-73.892893
POINT (-73.892172 40.672433),11881,305,Brooklyn,3037410025,2176,PITKIN AV,PITKIN AV,WYONA ST,BRADFORD ST,,Bike Rack,40.672433,-73.892172
POINT (-73.891847 40.672482),11882,305,Brooklyn,3037420021,2190,PITKIN AV,PITKIN AV,BRADFORD ST,MILLER AV,,Bike Rack,40.672482,-73.891847
POINT (-73.891736 40.672498),11883,305,Brooklyn,3037420022,2192,PITKIN AV,PITKIN AV,BRADFORD ST,MILLER AV,,Bike Rack,40.672498,-73.891736
POINT (-73.891563 40.672523),11884,305,Brooklyn,3037420023,2196,PITKIN AV,PITKIN AV,BRADFORD ST,MILLER AV,,Bike Rack,40.672523,-73.891563
POINT (-73.89139 40.67255),11885,305,Brooklyn,3037420024,2200,PITKIN AV,PITKIN AV,BRADFORD ST,MILLER AV,,Bike Rack,40.67255,-73.89139
POINT (-73.890845 40.672629),11886,305,Brooklyn,3040090025,2218,PITKIN AV,PITKIN AV,MILLER AV,VAN SICLEN AV,,Bike Rack,40.672629,-73.890845
POINT (-73.890621 40.672662),11887,305,Brooklyn,3040090027,2222,PITKIN AV,PITKIN AV,MILLER AV,VAN SICLEN AV,S,Bike Rack,40.672662,-73.890621
POINT (-73.890182 40.672744),11871,305,Brooklyn,3039940035,2225,PITKIN AV,PITKIN AV,HENDRIX ST,VAN SICLEN AV,,Bike Rack,40.672744,-73.890182
POINT (-73.890178 40.672727),11888,305,Brooklyn,3040100017,2226,PITKIN AV,PITKIN AV,VAN SICLEN AV,HENDRIX ST,,Bike Rack,40.672727,-73.890178
POINT (-73.890066 40.672743),11889,305,Brooklyn,3040100017,2230,PITKIN AV,PITKIN AV,VAN SICLEN AV,HENDRIX ST,,Bike Rack,40.672743,-73.890066
POINT (-73.890012 40.672768),11870,305,Brooklyn,3039940033,2231,PITKIN AV,PITKIN AV,HENDRIX ST,VAN SICLEN AV,N,Bike Rack,40.672768,-73.890012
POINT (-73.890008 40.672752),11890,305,Brooklyn,3040100019,2232,PITKIN AV,PITKIN AV,VAN SICLEN AV,HENDRIX ST,,Bike Rack,40.672752,-73.890008
POINT (-73.889666 40.672803),11891,305,Brooklyn,3040100019,2244,PITKIN AV,PITKIN AV,VAN SICLEN AV,HENDRIX ST,,Bike Rack,40.672803,-73.889666
POINT (-73.887315 40.673169),11869,305,Brooklyn,3039970034,2303,PITKIN AV,PITKIN AV,JEROME ST,BARBEY ST,N,Bike Rack,40.673169,-73.887315
POINT (-73.887088 40.673202),11868,305,Brooklyn,3039970032,2311,PITKIN AV,PITKIN AV,JEROME ST,BARBEY ST,N,Bike Rack,40.673202,-73.887088
POINT (-73.88566 40.673398),11892,305,Brooklyn,3040150018,2348,PITKIN AV,PITKIN AV,WARWICK ST,ASHFORD ST,,Bike Rack,40.673398,-73.88566
POINT (-73.882876 40.67381),11893,305,Brooklyn,3040180016,2426,PITKIN AV,PITKIN AV,ELTON ST,LINWOOD ST,,Bike Rack,40.67381,-73.882876
POINT (-73.882761 40.673826),11894,305,Brooklyn,3040180018,2430,PITKIN AV,PITKIN AV,ELTON ST,LINWOOD ST,,Bike Rack,40.673826,-73.882761
POINT (-73.878819 40.674398),11895,305,Brooklyn,3040230013,2530,PITKIN AV,ATKINS AV,ATKINS AV,MONTAUK AV,,Bike Rack,40.674398,-73.878819
POINT (-73.878762 40.674406),11896,305,Brooklyn,3040230014,2532,PITKIN AV,PITKIN AV,ATKINS AV,MONTAUK AV,,Bike Rack,40.674406,-73.878762
POINT (-73.878585 40.674431),11897,305,Brooklyn,3040230016,2538,PITKIN AV,PITKIN AV,ATKINS AV,MONTAUK AV,,Bike Rack,40.674431,-73.878585
POINT (-73.878174 40.674494),11898,305,Brooklyn,3040230022,2552,PITKIN AV,PITKIN AV,ATKINS AV,MONTAUK AV,,Bike Rack,40.674494,-73.878174
POINT (-73.877251 40.674627),11900,305,Brooklyn,3040240018,2576,PITKIN AV,MILFORD ST,MONTAUK AV,MILFORD ST,,Bike Rack,40.674627,-73.877251
POINT (-73.877251 40.674627),11899,305,Brooklyn,3040240018,2576,PITKIN AV,PITKIN AV,MONTAUK AV,MILFORD ST,,Bike Rack,40.674627,-73.877251
POINT (-73.873316 40.67521),11867,305,Brooklyn,3042120044,2673,PITKIN AV,CHESTNUT ST,DOSCHER ST,CHESTNUT ST,,Bike Rack,40.67521,-73.873316
POINT (-73.873316 40.67521),11866,305,Brooklyn,3042120044,2673,PITKIN AV,PITKIN AV,DOSCHER ST,CHESTNUT ST,N,Bike Rack,40.67521,-73.873316
POINT (-73.8731 40.675226),11901,305,Brooklyn,3042310015,2682,PITKIN AV,PITKIN AV,CHESTNUT ST,DOSCHER ST,,Bike Rack,40.675226,-73.8731
POINT (-73.873053 40.675248),11864,305,Brooklyn,3042120040,2683,PITKIN AV,PITKIN AV,DOSCHER ST,CHESTNUT ST,N,Bike Rack,40.675248,-73.873053
POINT (-73.872995 40.67524),11902,305,Brooklyn,3042310017,2686,PITKIN AV,PITKIN AV,CHESTNUT ST,DOSCHER ST,,Bike Rack,40.67524,-73.872995
POINT (-73.872945 40.675265),11863,305,Brooklyn,3042120038,2687,PITKIN AV,PITKIN AV,DOSCHER ST,CHESTNUT ST,N,Bike Rack,40.675265,-73.872945
POINT (-73.872891 40.675273),11862,305,Brooklyn,3042120037,2689,PITKIN AV,DOSCHER ST,DOSCHER ST,CHESTNUT ST,,Bike Rack,40.675273,-73.872891
POINT (-73.871773 40.675414),11903,305,Brooklyn,3042330017,2718,PITKIN AV,PITKIN AV,EUCLID AV,PINE ST,,Bike Rack,40.675414,-73.871773
POINT (-73.871127 40.67551),11904,305,Brooklyn,3042330025,2740,PITKIN AV,PINE ST,EUCLID AV,PINE ST,,Bike Rack,40.67551,-73.871127
POINT (-73.870623 40.6756),11861,305,Brooklyn,3042150043,2749,PITKIN AV,PITKIN AV,CRESCENT ST,PINE ST,N,Bike Rack,40.6756,-73.870623
POINT (-73.870565 40.675608),11860,305,Brooklyn,3042150042,2751,PITKIN AV,PITKIN AV,CRESCENT ST,PINE ST,N,Bike Rack,40.675608,-73.870565
POINT (-73.870504 40.6756),11905,305,Brooklyn,3042340017,2754,PITKIN AV,PITKIN AV,PINE ST,CRESCENT ST,,Bike Rack,40.6756,-73.870504
POINT (-73.870449 40.675624),11859,305,Brooklyn,3042150040,2755,PITKIN AV,PITKIN AV,CRESCENT ST,PINE ST,N,Bike Rack,40.675624,-73.870449
POINT (-73.870215 40.67566),11858,305,Brooklyn,3042150037,2763,PITKIN AV,PITKIN AV,CRESCENT ST,PINE ST,N,Bike Rack,40.67566,-73.870215
POINT (-73.970647 40.675474),21125,308,Brooklyn,3011690001,10,PLAZA ST E,FLATBUSH AV,,,E,Bike Rack,40.675474,-73.970647
POINT (-73.970647 40.675474),21124,308,Brooklyn,3011690001,10,PLAZA ST E,FLATBUSH AV,,,E,Bike Rack,40.675474,-73.970647
POINT (-73.970647 40.675474),15374,308,Brooklyn,3011690001,10,PLAZA ST E,PLAZA ST E,FLATBUSH AV,VANDERBILT AV,S,Bike Rack,40.675474,-73.970647
POINT (-73.970647 40.675474),6614,308,Brooklyn,3011690001,10,PLAZA ST E,PLAZA ST E,VANDERBILT AV,FLATBUSH AV,S,Bike Rack,40.675474,-73.970647
POINT (-73.970647 40.675474),40897,308,Brooklyn,3011690001,10,PLAZA ST E,PLAZA ST E,VANDERBILT AV,FLATBUSH AV,S,Bike Rack,40.675474,-73.970647
POINT (-73.971231 40.675035),40355,306,Brooklyn,3010600007,5,PLAZA ST W,PLAZA ST W,FLATBUSH AV,LINCOLN PL,S,Bike Rack,40.675035,-73.971231
POINT (-73.971231 40.675035),40354,306,Brooklyn,3010600007,5,PLAZA ST W,PLAZA ST W,FLATBUSH AV,LINCOLN PL,S,Bike Rack,40.675035,-73.971231
POINT (-73.971231 40.675035),39839,306,Brooklyn,3010600007,5,PLAZA ST W,PLAZA ST W,FLATBUSH AV,LINCOLN PL,S,Bike Rack,40.675035,-73.971231
POINT (-73.971231 40.675035),39838,306,Brooklyn,3010600007,5,PLAZA ST W,PLAZA ST W,FLATBUSH AV,LINCOLN PL,S,Bike Rack,40.675035,-73.971231
POINT (-73.971231 40.675035),39837,306,Brooklyn,3010600007,5,PLAZA ST W,PLAZA ST W,FLATBUSH AV,LINCOLN PL,S,Bike Rack,40.675035,-73.971231
POINT (-73.971231 40.675035),39836,306,Brooklyn,3010600007,5,PLAZA ST W,PLAZA ST W,FLATBUSH AV,LINCOLN PL,S,Bike Rack,40.675035,-73.971231
POINT (-73.971231 40.675035),15372,306,Brooklyn,3010600007,5,PLAZA ST W,PLAZA ST W,LINCOLN PL,ST JOHN'S PL,S,Bike Rack,40.675035,-73.971231
POINT (-73.971231 40.675035),15371,306,Brooklyn,3010600007,5,PLAZA ST W,PLAZA ST W,LINCOLN PL,ST JOHN'S PL,N,Bike Rack,40.675035,-73.971231
POINT (-73.971231 40.675035),1767,306,Brooklyn,3010600007,5,PLAZA ST W,PLAZA ST W,ST JOHN'S PL,LINCOLN PL,N,Bike Rack,40.675035,-73.971231
POINT (-73.971231 40.675035),1766,306,Brooklyn,3010600007,5,PLAZA ST W,PLAZA ST W,ST JOHN'S PL,LINCOLN PL,N,Bike Rack,40.675035,-73.971231
POINT (-73.994833 40.681203),8474,306,Brooklyn,3004357502,291,PRESIDENT ST,PRESIDENT ST,SMITH ST,COURT ST,N,Bike Rack,40.681203,-73.994833
POINT (-74.002848 40.683577),7392,306,Brooklyn,3003480014,104,PRESIDENT ST,PRESIDENT ST,HICKS ST,COLUMBIA ST,,Bike Rack,40.683577,-74.002848
POINT (-73.952796 40.668181),43436,309,Brooklyn,3012820012,1136,PRESIDENT ST,PRESIDENT ST,ROGERS AV,NOSTRAND AV,,Bike Rack,40.668181,-73.952796
POINT (-73.952796 40.668181),43435,309,Brooklyn,3012820012,1136,PRESIDENT ST,PRESIDENT ST,ROGERS AV,NOSTRAND AV,,Bike Rack,40.668181,-73.952796
POINT (-73.95108 40.668103),15380,309,Brooklyn,3012760001,1195,PRESIDENT ST,PRESIDENT ST,NOSTRAND AV,NEW YORK AV,E,Bike Rack,40.668103,-73.95108
POINT (-73.951084 40.668087),7965,309,Brooklyn,3012820039,1196,PRESIDENT ST,PRESIDENT ST,,,S,Bike Rack,40.668087,-73.951084
POINT (-73.951084 40.668087),7751,309,Brooklyn,3012820039,1196,PRESIDENT ST,PRESIDENT ST,,,S,Bike Rack,40.668087,-73.951084
POINT (-73.951084 40.668087),17114,309,Brooklyn,3012820039,1196,PRESIDENT ST,PRESIDENT ST,NOSTRAND AV,ROGERS AV,,Bike Rack,40.668087,-73.951084
POINT (-73.994974 40.681258),2352,306,Brooklyn,3004350042,288,PRESIDENT ST,PRESIDENT ST,SMITH ST,COURT ST,S,Bike Rack,40.681258,-73.994974
POINT (-73.994833 40.681203),2349,306,Brooklyn,3004357502,291,PRESIDENT ST,PRESIDENT ST,SMITH ST,court st,N,Bike Rack,40.681203,-73.994833
POINT (-73.99386 40.680687),2351,306,Brooklyn,3004430012,304,PRESIDENT ST,PRESIDENT ST,SMITH ST,HOYT ST,S,Bike Rack,40.680687,-73.99386
POINT (-74.005008 40.684198),8377,306,Brooklyn,3003410059,37,PRESIDENT ST,PRESIDENT ST,COLUMBIA ST,VAN BRUNT ST,,Bike Rack,40.684198,-74.005008
POINT (-74.005008 40.684198),7394,306,Brooklyn,3003410059,37,PRESIDENT ST,PRESIDENT ST,COLUMBIA ST,VAN BRUNT ST,,Bike Rack,40.684198,-74.005008
POINT (-73.991207 40.679778),17239,306,Brooklyn,3004447501,376,PRESIDENT ST,PRESIDENT ST,HOYT ST,BOND ST,,Bike Rack,40.679778,-73.991207
POINT (-73.991207 40.679778),17238,306,Brooklyn,3004447501,376,PRESIDENT ST,PRESIDENT ST,HOYT ST,BOND ST,,Bike Rack,40.679778,-73.991207
POINT (-73.991207 40.679778),17237,306,Brooklyn,3004447501,376,PRESIDENT ST,PRESIDENT ST,HOYT ST,BOND ST,,Bike Rack,40.679778,-73.991207
POINT (-74.004954 40.684184),7395,306,Brooklyn,3003410059,39,PRESIDENT ST,PRESIDENT ST,COLUMBIA ST,VAN BRUNT ST,,Bike Rack,40.684184,-74.004954
POINT (-74.00463 40.684091),7396,306,Brooklyn,3003417502,51,PRESIDENT ST,PRESIDENT ST,COLUMBIA ST,VAN BRUNT ST,,Bike Rack,40.684091,-74.00463
POINT (-74.004467 40.684047),8378,306,Brooklyn,3003417502,57,PRESIDENT ST,PRESIDENT ST,COLUMBIA ST,VAN BRUNT ST,,Bike Rack,40.684047,-74.004467
POINT (-74.004319 40.683986),7398,306,Brooklyn,3003477503,64,PRESIDENT ST,PRESIDENT ST,COLUMBIA ST,VAN BRUNT ST,,Bike Rack,40.683986,-74.004319
POINT (-74.004143 40.683956),7397,306,Brooklyn,3003417502,69,PRESIDENT ST,PRESIDENT ST,COLUMBIA ST,VAN BRUNT ST,,Bike Rack,40.683956,-74.004143
POINT (-74.004168 40.683945),2360,306,Brooklyn,3003477501,70,PRESIDENT ST,PRESIDENT ST,COLUMBIA ST,VAN BRUNT ST,S,Bike Rack,40.683945,-74.004168
POINT (-73.977483 40.674441),40332,306,Brooklyn,3009600016,762,PRESIDENT ST,PRESIDENT ST,6 AV,7 AV,,Bike Rack,40.674441,-73.977483
POINT (-73.977483 40.674441),40331,306,Brooklyn,3009600016,762,PRESIDENT ST,PRESIDENT ST,6 AV,7 AV,,Bike Rack,40.674441,-73.977483
POINT (-73.977483 40.674441),40330,306,Brooklyn,3009600016,762,PRESIDENT ST,PRESIDENT ST,6 AV,7 AV,,Bike Rack,40.674441,-73.977483
POINT (-74.003865 40.68386),3188,306,Brooklyn,3003477501,82,PRESIDENT ST,PRESIDENT ST,COLUMBIA ST,VAN BRUNT ST,S,Bike Rack,40.68386,-74.003865
POINT (-74.003663 40.683802),10621,306,Brooklyn,3003477501,90,PRESIDENT ST,PRESIDENT ST,COLUMBIA ST,VAN BRUNT ST,S,Bike Rack,40.683802,-74.003663
POINT (-74.003663 40.683802),3139,306,Brooklyn,3003477501,90,PRESIDENT ST,PRESIDENT ST,VAN BRUNT ST,COLUMBIA ST,S,Bike Rack,40.683802,-74.003663
POINT (-74.003039 40.68363),7393,306,Brooklyn,3003480010,96,PRESIDENT ST,PRESIDENT ST,HICKS ST,COLUMBIA ST,,Bike Rack,40.68363,-74.003039
POINT (-73.976146 40.653017),14613,307,Brooklyn,3052740021,1238,PROSPECT AV,PROSPECT AV,VANDERBILT ST,GREENWOOD AV,W,Bike Rack,40.653017,-73.976146
POINT (-73.976027 40.65254),40638,307,Brooklyn,3052770017,1241,PROSPECT AV,PROSPECT AV,GREENWOOD AV,REEVE PL,E,Bike Rack,40.65254,-73.976027
POINT (-73.976027 40.65254),17638,307,Brooklyn,3052770017,1241,PROSPECT AV,PROSPECT AV,REEVE PL,GREENWOOD AV,S,Bike Rack,40.65254,-73.976027
POINT (-73.976034 40.652463),17640,307,Brooklyn,3052740028,1258,PROSPECT AV,PROSPECT AV,,,N,Bike Rack,40.652463,-73.976034
POINT (-73.976016 40.652389),17639,307,Brooklyn,3052740033,1266,PROSPECT AV,PROSPECT AV,REEVE PL,GREENWOOD AV,N,Bike Rack,40.652389,-73.976016
POINT (-73.975973 40.652186),15481,307,Brooklyn,3052740043,1288,PROSPECT AV,PROSPECT AV,REEVE PL,GREENWOOD AV,W,Bike Rack,40.652186,-73.975973
POINT (-73.975973 40.652186),14442,307,Brooklyn,3052740043,1288,PROSPECT AV,PROSPECT AV,REEVE PL,GREENWOOD AV,,Bike Rack,40.652186,-73.975973
POINT (-73.975861 40.651788),44670,307,Brooklyn,3052770001,1289,PROSPECT AV,PROSPECT AV,GREENWOOD AV,,,Bike Rack,40.651788,-73.975861
POINT (-73.975861 40.651788),44669,307,Brooklyn,3052770001,1289,PROSPECT AV,PROSPECT AV,GREENWOOD AV,,,Bike Rack,40.651788,-73.975861
POINT (-73.975861 40.651788),44668,307,Brooklyn,3052770001,1289,PROSPECT AV,PROSPECT AV,GREENWOOD AV,,,Bike Rack,40.651788,-73.975861
POINT (-73.975861 40.651788),44667,307,Brooklyn,3052770001,1289,PROSPECT AV,PROSPECT AV,GREENWOOD AV,,,Bike Rack,40.651788,-73.975861
POINT (-73.975851 40.651725),10045,307,Brooklyn,3052770001,1293,PROSPECT AV,PROSPECT AV,,,N,Bike Rack,40.651725,-73.975851
POINT (-73.975851 40.651725),10044,307,Brooklyn,3052770001,1293,PROSPECT AV,PROSPECT AV,,,N,Bike Rack,40.651725,-73.975851
POINT (-73.975851 40.651725),240,307,Brooklyn,3052770001,1293,PROSPECT AV,PROSPECT AV,,,N,Bike Rack,40.651725,-73.975851
POINT (-73.97919 40.657272),13178,307,Brooklyn,3008720001,550,PROSPECT AV,PROSPECT AV,10 AV,11 AV,,Bike Rack,40.657272,-73.97919
POINT (-73.977957 40.656531),6335,307,Brooklyn,3008720028,604,PROSPECT AV,PROSPECT AV,10 AVE,11 AVE,N,Bike Rack,40.656531,-73.977957
POINT (-73.979405 40.660761),15479,307,Brooklyn,3011060005,1,PROSPECT PK SW,PROSPECT PK SW,PROSPECT PK W,10 AV,E,Bike Rack,40.660761,-73.979405
POINT (-73.979405 40.660761),15478,307,Brooklyn,3011060005,1,PROSPECT PK SW,PROSPECT PK SW,PROSPECT PK W,10 AV,E,Bike Rack,40.660761,-73.979405
POINT (-73.979405 40.660761),14440,307,Brooklyn,3011060005,1,PROSPECT PK SW,PROSPECT PK SW,PROSPECT PK W,,E,Bike Rack,40.660761,-73.979405
POINT (-73.979405 40.660761),14439,307,Brooklyn,3011060005,1,PROSPECT PK SW,PROSPECT PK SW,PROSPECT PK W,,E,Bike Rack,40.660761,-73.979405
POINT (-73.973395 40.655059),11710,307,Brooklyn,3052680090,153,PROSPECT PK SW,PROSPECT PK SW,,,W,Bike Rack,40.655059,-73.973395
POINT (-73.973388 40.655029),19650,307,Brooklyn,3052680093,154,PROSPECT PK SW,PROSPECT PK SW,,,,Bike Rack,40.655029,-73.973388
POINT (-73.973388 40.655029),13062,307,Brooklyn,3052680093,154,PROSPECT PK SW,PROSPECT PK SW,SEELEY ST,VANDERBILT ST,,Bike Rack,40.655029,-73.973388
POINT (-73.97337 40.654971),11711,307,Brooklyn,3052680094,155,PROSPECT PK SW,PROSPECT PK SW,,,W,Bike Rack,40.654971,-73.97337
POINT (-73.973345 40.654883),11713,307,Brooklyn,3052680094,157,PROSPECT PK SW,VANDERBILT AV,,,N,Bike Rack,40.654883,-73.973345
POINT (-73.973345 40.654883),11712,307,Brooklyn,3052680094,157,PROSPECT PK SW,VANDERBILT AV,,,N,Bike Rack,40.654883,-73.973345
POINT (-73.972585 40.652256),17652,307,Brooklyn,3052877501,207,PROSPECT PK SW,PROSPECT PK SW,,,W,Bike Rack,40.652256,-73.972585
POINT (-73.972513 40.652009),17653,307,Brooklyn,3052870044,210,PROSPECT PK SW,PROSPECT PK SW,,,W,Bike Rack,40.652009,-73.972513
POINT (-73.970566 40.672361),8426,306,Brooklyn,3010660035,1,PROSPECT PK W,PROSPECT PK W,PLAZA ST,PRESIDENT STREET,N,Bike Rack,40.672361,-73.970566
POINT (-73.97656 40.664957),19936,306,Brooklyn,3010910035,135,PROSPECT PK W,PROSPECT PK W,WINDSOR PL,SEELEY ST,W,Bike Rack,40.664957,-73.97656
POINT (-73.977515 40.663818),12694,306,Brooklyn,3010950042,154,PROSPECT PK W,PROSPECT PK W,,,,Bike Rack,40.663818,-73.977515
POINT (-73.977515 40.663818),19937,306,Brooklyn,3010950042,154,PROSPECT PK W,PROSPECT PK W,10 ST,11 ST,W,Bike Rack,40.663818,-73.977515
POINT (-73.977775 40.6635),19938,306,Brooklyn,3010950050,161,PROSPECT PK W,PROSPECT PK W,PROSPECT PK W,8 AV,N,Bike Rack,40.6635,-73.977775
POINT (-73.978611 40.662507),19703,306,Brooklyn,3010990042,174,PROSPECT PK W,PROSPECT PK W,,,,Bike Rack,40.662507,-73.978611
POINT (-73.978611 40.662507),19702,306,Brooklyn,3010990042,174,PROSPECT PK W,PROSPECT PK W,,,,Bike Rack,40.662507,-73.978611
POINT (-73.978611 40.662507),19214,306,Brooklyn,3010990042,174,PROSPECT PK W,PROSPECT PK W,12 ST,13 ST,W,Bike Rack,40.662507,-73.978611
POINT (-73.978611 40.662507),19213,306,Brooklyn,3010990042,174,PROSPECT PK W,PROSPECT PK W,12 ST,13 ST,W,Bike Rack,40.662507,-73.978611
POINT (-73.978611 40.662507),14388,306,Brooklyn,3010990042,174,PROSPECT PK W,PROSPECT PK W,12 ST,13 ST,W,Bike Rack,40.662507,-73.978611
POINT (-73.978611 40.662507),14387,306,Brooklyn,3010990042,174,PROSPECT PK W,PROSPECT PK W,12 ST,13 ST,W,Bike Rack,40.662507,-73.978611
